batch,batch_date,total_companies,dimension,value,count,share
Winter 2019,2019-01-01,195,tag,Food Tech,5,0.0256
Winter 2019,2019-01-01,195,tag,Hardware,5,0.0256
Winter 2019,2019-01-01,195,tag,Travel,4,0.0205
Winter 2019,2019-01-01,195,tag,Computer Vision,4,0.0205
Winter 2019,2019-01-01,195,tag,Medical Devices,4,0.0205
Winter 2019,2019-01-01,195,tag,LegalTech,4,0.0205
Winter 2019,2019-01-01,195,tag,Delivery,4,0.0205
Winter 2019,2019-01-01,195,tag,Collaboration,4,0.0205
Winter 2019,2019-01-01,195,tag,Digital Health,4,0.0205
Winter 2019,2019-01-01,195,tag,Robotics,4,0.0205
Winter 2019,2019-01-01,195,tag,Real Estate,3,0.0154
Winter 2019,2019-01-01,195,tag,Insurance,3,0.0154
Winter 2019,2019-01-01,195,tag,Hard Tech,3,0.0154
Winter 2019,2019-01-01,195,tag,Social,3,0.0154
Winter 2019,2019-01-01,195,tag,Telemedicine,3,0.0154
Winter 2019,2019-01-01,195,tag,E-Commerce,3,0.0154
Winter 2019,2019-01-01,195,tag,Finance,3,0.0154
Winter 2019,2019-01-01,195,tag,Housing,3,0.0154
Winter 2019,2019-01-01,195,tag,Team Collaboration,3,0.0154
Winter 2019,2019-01-01,195,tag,DevSecOps,3,0.0154
Winter 2019,2019-01-01,195,tag,Analytics,3,0.0154
Winter 2019,2019-01-01,195,tag,Security,3,0.0154
Winter 2019,2019-01-01,195,tag,Biotech,3,0.0154
Winter 2019,2019-01-01,195,tag,Cybersecurity,3,0.0154
Winter 2019,2019-01-01,195,tag,Subscriptions,3,0.0154
Winter 2019,2019-01-01,195,tag,AI-powered Drug Discovery,2,0.0103
Winter 2019,2019-01-01,195,tag,Generative AI,2,0.0103
Winter 2019,2019-01-01,195,tag,Investing,2,0.0103
Winter 2019,2019-01-01,195,tag,Infrastructure,2,0.0103
Winter 2019,2019-01-01,195,tag,Electric Vehicles,2,0.0103
Winter 2019,2019-01-01,195,tag,HR Tech,2,0.0103
Winter 2019,2019-01-01,195,tag,Telecommunications,2,0.0103
Winter 2019,2019-01-01,195,tag,Marketing,2,0.0103
Winter 2019,2019-01-01,195,tag,Customer Support,2,0.0103
Winter 2019,2019-01-01,195,tag,Enterprise,2,0.0103
Winter 2019,2019-01-01,195,tag,Healthcare,2,0.0103
Winter 2019,2019-01-01,195,tag,Data Engineering,2,0.0103
Winter 2019,2019-01-01,195,tag,Sales,2,0.0103
Winter 2019,2019-01-01,195,tag,Video,2,0.0103
Winter 2019,2019-01-01,195,tag,CRM,2,0.0103
Winter 2019,2019-01-01,195,tag,eLearning,2,0.0103
Winter 2019,2019-01-01,195,tag,Cannabis,2,0.0103
Winter 2019,2019-01-01,195,tag,Renewable Energy,2,0.0103
Winter 2019,2019-01-01,195,tag,Air Taxis,2,0.0103
Winter 2019,2019-01-01,195,tag,Retail Tech,2,0.0103
Winter 2019,2019-01-01,195,tag,Autonomous Trucking,2,0.0103
Winter 2019,2019-01-01,195,tag,Nonprofit,2,0.0103
Winter 2019,2019-01-01,195,tag,Deep Learning,2,0.0103
Winter 2019,2019-01-01,195,tag,Banking as a Service,2,0.0103
Winter 2019,2019-01-01,195,tag,Augmented Reality,2,0.0103
Winter 2019,2019-01-01,195,tag,Fashion,2,0.0103
Winter 2019,2019-01-01,195,tag,Transportation,2,0.0103
Winter 2019,2019-01-01,195,tag,India,2,0.0103
Winter 2019,2019-01-01,195,tag,Food,2,0.0103
Winter 2019,2019-01-01,195,tag,Robotic Process Automation,2,0.0103
Winter 2019,2019-01-01,195,tag,Design Tools,2,0.0103
Winter 2019,2019-01-01,195,tag,Warehouse Management Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Compliance,1,0.0051
Winter 2019,2019-01-01,195,tag,Human Resources,1,0.0051
Winter 2019,2019-01-01,195,tag,Small Modular Reactors,1,0.0051
Winter 2019,2019-01-01,195,tag,Quantum Computing,1,0.0051
Winter 2019,2019-01-01,195,tag,Sports Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Social Network,1,0.0051
Winter 2019,2019-01-01,195,tag,Food & Beverage,1,0.0051
Winter 2019,2019-01-01,195,tag,Sales Enablement,1,0.0051
Winter 2019,2019-01-01,195,tag,Neurotechnology,1,0.0051
Winter 2019,2019-01-01,195,tag,Consumer Health Services,1,0.0051
Winter 2019,2019-01-01,195,tag,Careers,1,0.0051
Winter 2019,2019-01-01,195,tag,Health Insurance,1,0.0051
Winter 2019,2019-01-01,195,tag,Data Science,1,0.0051
Winter 2019,2019-01-01,195,tag,Crowdsourcing,1,0.0051
Winter 2019,2019-01-01,195,tag,Data Labeling,1,0.0051
Winter 2019,2019-01-01,195,tag,Proptech,1,0.0051
Winter 2019,2019-01-01,195,tag,Operations,1,0.0051
Winter 2019,2019-01-01,195,tag,Payroll,1,0.0051
Winter 2019,2019-01-01,195,tag,DevOps,1,0.0051
Winter 2019,2019-01-01,195,tag,NLP,1,0.0051
Winter 2019,2019-01-01,195,tag,Smart Home Assistants,1,0.0051
Winter 2019,2019-01-01,195,tag,Creator Economy,1,0.0051
Winter 2019,2019-01-01,195,tag,Geographic Information System,1,0.0051
Winter 2019,2019-01-01,195,tag,No-code,1,0.0051
Winter 2019,2019-01-01,195,tag,Enterprise Software,1,0.0051
Winter 2019,2019-01-01,195,tag,DeFi,1,0.0051
Winter 2019,2019-01-01,195,tag,Construction,1,0.0051
Winter 2019,2019-01-01,195,tag,Aerospace,1,0.0051
Winter 2019,2019-01-01,195,tag,Customer Success,1,0.0051
Winter 2019,2019-01-01,195,tag,Sleep Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Fertility Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Women's Health,1,0.0051
Winter 2019,2019-01-01,195,tag,Drug Delivery,1,0.0051
Winter 2019,2019-01-01,195,tag,Therapeutics,1,0.0051
Winter 2019,2019-01-01,195,tag,Alternative Battery Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Alternative Fuels,1,0.0051
Winter 2019,2019-01-01,195,tag,Investments,1,0.0051
Winter 2019,2019-01-01,195,tag,Drones,1,0.0051
Winter 2019,2019-01-01,195,tag,Airplanes,1,0.0051
Winter 2019,2019-01-01,195,tag,Chatbot,1,0.0051
Winter 2019,2019-01-01,195,tag,Trading,1,0.0051
Winter 2019,2019-01-01,195,tag,Auto Commerce,1,0.0051
Winter 2019,2019-01-01,195,tag,Mobility,1,0.0051
Winter 2019,2019-01-01,195,tag,CRISPR,1,0.0051
Winter 2019,2019-01-01,195,tag,Cell Therapy,1,0.0051
Winter 2019,2019-01-01,195,tag,Drug discovery,1,0.0051
Winter 2019,2019-01-01,195,tag,Advanced Materials,1,0.0051
Winter 2019,2019-01-01,195,tag,Crypto / Web3,1,0.0051
Winter 2019,2019-01-01,195,tag,Beauty,1,0.0051
Winter 2019,2019-01-01,195,tag,Health & Wellness,1,0.0051
Winter 2019,2019-01-01,195,tag,Open Source,1,0.0051
Winter 2019,2019-01-01,195,tag,Kubernetes,1,0.0051
Winter 2019,2019-01-01,195,tag,Customer Service,1,0.0051
Winter 2019,2019-01-01,195,tag,Manufacturing,1,0.0051
Winter 2019,2019-01-01,195,tag,Carbon Capture and Removal,1,0.0051
Winter 2019,2019-01-01,195,tag,Navigation,1,0.0051
Winter 2019,2019-01-01,195,tag,Diagnostics,1,0.0051
Winter 2019,2019-01-01,195,tag,Primary Care,1,0.0051
Winter 2019,2019-01-01,195,tag,Batteryless IoT Sensors,1,0.0051
Winter 2019,2019-01-01,195,tag,Supply Chain,1,0.0051
Winter 2019,2019-01-01,195,tag,Retail,1,0.0051
Winter 2019,2019-01-01,195,tag,Energy Storage,1,0.0051
Winter 2019,2019-01-01,195,tag,Latin America,1,0.0051
Winter 2019,2019-01-01,195,tag,Defense,1,0.0051
Winter 2019,2019-01-01,195,tag,Reinforcement Learning,1,0.0051
Winter 2019,2019-01-01,195,tag,Metaverse,1,0.0051
Winter 2019,2019-01-01,195,tag,Cultivated Meat,1,0.0051
Winter 2019,2019-01-01,195,tag,Reviews,1,0.0051
Winter 2019,2019-01-01,195,tag,Income Share Agreements,1,0.0051
Winter 2019,2019-01-01,195,tag,Commercial Space Launch,1,0.0051
Winter 2019,2019-01-01,195,tag,Sustainable Tourism,1,0.0051
Winter 2019,2019-01-01,195,tag,Space Exploration,1,0.0051
Winter 2019,2019-01-01,195,tag,Legal,1,0.0051
Winter 2019,2019-01-01,195,tag,Neobank,1,0.0051
Winter 2019,2019-01-01,195,tag,Scheduling,1,0.0051
Winter 2019,2019-01-01,195,tag,AIOps,1,0.0051
Winter 2019,2019-01-01,195,tag,ML,1,0.0051
Winter 2019,2019-01-01,195,tag,Grocery,1,0.0051
Winter 2019,2019-01-01,195,tag,AI-Enhanced Learning,1,0.0051
Winter 2019,2019-01-01,195,tag,Apparel,1,0.0051
Winter 2019,2019-01-01,195,tag,IoT Security,1,0.0051
Winter 2019,2019-01-01,195,tag,Agriculture,1,0.0051
Winter 2019,2019-01-01,195,tag,Energy,1,0.0051
Winter 2019,2019-01-01,195,tag,Medical Robotics,1,0.0051
Winter 2019,2019-01-01,195,tag,Fraud Prevention,1,0.0051
Winter 2019,2019-01-01,195,tag,Consumer Finance,1,0.0051
Winter 2019,2019-01-01,195,tag,ClimateTech,1,0.0051
Winter 2019,2019-01-01,195,tag,Biotechnology,1,0.0051
Winter 2019,2019-01-01,195,tag,Election Tech,1,0.0051
Winter 2019,2019-01-01,195,tag,Weather,1,0.0051
Winter 2019,2019-01-01,195,tag,Industrial Workplace Safety,1,0.0051
Winter 2019,2019-01-01,195,tag,Restaurant Tech,1,0.0051
Summer 2019,2019-07-01,176,industry,B2B,70,0.3977
Summer 2019,2019-07-01,176,industry,Consumer,27,0.1534
Summer 2019,2019-07-01,176,industry,Fintech,25,0.142
Summer 2019,2019-07-01,176,industry,Healthcare,24,0.1364
Summer 2019,2019-07-01,176,industry,"Engineering, Product and Design",18,0.1023
Summer 2019,2019-07-01,176,industry,Industrials,12,0.0682
Summer 2019,2019-07-01,176,industry,Real Estate and Construction,11,0.0625
Summer 2019,2019-07-01,176,industry,Infrastructure,10,0.0568
Summer 2019,2019-07-01,176,industry,Payments,6,0.0341
Summer 2019,2019-07-01,176,industry,Consumer Finance,6,0.0341
Summer 2019,2019-07-01,176,industry,Consumer Health and Wellness,6,0.0341
Summer 2019,2019-07-01,176,industry,Housing and Real Estate,6,0.0341
Summer 2019,2019-07-01,176,industry,Apparel and Cosmetics,5,0.0284
Summer 2019,2019-07-01,176,industry,Recruiting and Talent,5,0.0284
Summer 2019,2019-07-01,176,industry,Credit and Lending,5,0.0284
Summer 2019,2019-07-01,176,industry,Manufacturing and Robotics,5,0.0284
Summer 2019,2019-07-01,176,industry,Education,5,0.0284
Summer 2019,2019-07-01,176,industry,Home and Personal,5,0.0284
Summer 2019,2019-07-01,176,industry,Medical Devices,4,0.0227
Summer 2019,2019-07-01,176,industry,Healthcare Services,4,0.0227
Summer 2019,2019-07-01,176,industry,Security,4,0.0227
Summer 2019,2019-07-01,176,industry,Retail,4,0.0227
Summer 2019,2019-07-01,176,industry,Marketing,4,0.0227
Summer 2019,2019-07-01,176,industry,Content,4,0.0227
Summer 2019,2019-07-01,176,industry,Therapeutics,3,0.017
Summer 2019,2019-07-01,176,industry,Social,3,0.017
Summer 2019,2019-07-01,176,industry,Construction,3,0.017
Summer 2019,2019-07-01,176,industry,Insurance,3,0.017
Summer 2019,2019-07-01,176,industry,Supply Chain and Logistics,3,0.017
Summer 2019,2019-07-01,176,industry,Analytics,3,0.017
Summer 2019,2019-07-01,176,industry,Human Resources,3,0.017
Summer 2019,2019-07-01,176,industry,Productivity,3,0.017
Summer 2019,2019-07-01,176,industry,Healthcare IT,2,0.0114
Summer 2019,2019-07-01,176,industry,Drug Discovery and Delivery,2,0.0114
Summer 2019,2019-07-01,176,industry,Climate,2,0.0114
Summer 2019,2019-07-01,176,industry,Job and Career Services,2,0.0114
Summer 2019,2019-07-01,176,industry,Gaming,2,0.0114
Summer 2019,2019-07-01,176,industry,Industrial Bio,2,0.0114
Summer 2019,2019-07-01,176,industry,Government,2,0.0114
Summer 2019,2019-07-01,176,industry,Banking and Exchange,2,0.0114
Summer 2019,2019-07-01,176,industry,Agriculture,1,0.0057
Summer 2019,2019-07-01,176,industry,Aviation and Space,1,0.0057
Summer 2019,2019-07-01,176,industry,Energy,1,0.0057
Summer 2019,2019-07-01,176,industry,Consumer Electronics,1,0.0057
Summer 2019,2019-07-01,176,industry,Food and Beverage,1,0.0057
Summer 2019,2019-07-01,176,industry,"Travel, Leisure and Tourism",1,0.0057
Summer 2019,2019-07-01,176,industry,Automotive,1,0.0057
Summer 2019,2019-07-01,176,industry,Operations,1,0.0057
Summer 2019,2019-07-01,176,industry,Transportation Services,1,0.0057
Summer 2019,2019-07-01,176,industry,Sales,1,0.0057
Summer 2019,2019-07-01,176,industry,Diagnostics,1,0.0057
Summer 2019,2019-07-01,176,region,Remote,135,0.767
Summer 2019,2019-07-01,176,region,America / Canada,134,0.7614
Summer 2019,2019-07-01,176,region,United States of America,126,0.7159
Summer 2019,2019-07-01,176,region,Partly Remote,87,0.4943
Summer 2019,2019-07-01,176,region,Fully Remote,48,0.2727
Summer 2019,2019-07-01,176,region,Latin America,14,0.0795
Summer 2019,2019-07-01,176,region,Europe,12,0.0682
Summer 2019,2019-07-01,176,region,India,11,0.0625
Summer 2019,2019-07-01,176,region,South Asia,11,0.0625
Summer 2019,2019-07-01,176,region,Canada,8,0.0455
Summer 2019,2019-07-01,176,region,Mexico,6,0.0341
Summer 2019,2019-07-01,176,region,United Kingdom,4,0.0227
Summer 2019,2019-07-01,176,region,France,4,0.0227
Summer 2019,2019-07-01,176,region,Southeast Asia,3,0.017
Summer 2019,2019-07-01,176,region,Colombia,3,0.017
Summer 2019,2019-07-01,176,region,Egypt,2,0.0114
Summer 2019,2019-07-01,176,region,Middle East and North Africa,2,0.0114
Summer 2019,2019-07-01,176,region,Argentina,2,0.0114
Summer 2019,2019-07-01,176,region,Germany,2,0.0114
Summer 2019,2019-07-01,176,region,Brazil,2,0.0114
Summer 2019,2019-07-01,176,region,Peru,1,0.0057
Summer 2019,2019-07-01,176,region,Indonesia,1,0.0057
Summer 2019,2019-07-01,176,region,Singapore,1,0.0057
Summer 2019,2019-07-01,176,region,Australia,1,0.0057
Summer 2019,2019-07-01,176,region,Oceania,1,0.0057
Summer 2019,2019-07-01,176,region,Kyrgyzstan,1,0.0057
Summer 2019,2019-07-01,176,region,Asia,1,0.0057
Summer 2019,2019-07-01,176,region,Philippines,1,0.0057
Summer 2019,2019-07-01,176,region,Slovenia,1,0.0057
Summer 2019,2019-07-01,176,region,Unspecified,1,0.0057
Summer 2019,2019-07-01,176,region,Poland,1,0.0057
Summer 2019,2019-07-01,176,status,Active,107,0.608
Summer 2019,2019-07-01,176,status,Inactive,45,0.2557
Summer 2019,2019-07-01,176,status,Acquired,24,0.1364
Summer 2019,2019-07-01,176,tag,SaaS,33,0.1875
Summer 2019,2019-07-01,176,tag,Fintech,28,0.1591
Summer 2019,2019-07-01,176,tag,B2B,19,0.108
Summer 2019,2019-07-01,176,tag,Developer Tools,17,0.0966
Summer 2019,2019-07-01,176,tag,Artificial Intelligence,15,0.0852
Summer 2019,2019-07-01,176,tag,Marketplace,11,0.0625
Summer 2019,2019-07-01,176,tag,E-commerce,10,0.0568
Summer 2019,2019-07-01,176,tag,Hardware,10,0.0568
Summer 2019,2019-07-01,176,tag,AI,9,0.0511
Summer 2019,2019-07-01,176,tag,Education,8,0.0455
Summer 2019,2019-07-01,176,tag,Machine Learning,8,0.0455
Summer 2019,2019-07-01,176,tag,Open Source,7,0.0398
Summer 2019,2019-07-01,176,tag,Crypto / Web3,7,0.0398
Summer 2019,2019-07-01,176,tag,Consumer Health Services,6,0.0341
Summer 2019,2019-07-01,176,tag,Health Tech,5,0.0284
Summer 2019,2019-07-01,176,tag,Digital Health,5,0.0284
Summer 2019,2019-07-01,176,tag,Analytics,5,0.0284
Summer 2019,2019-07-01,176,tag,Logistics,5,0.0284
Summer 2019,2019-07-01,176,tag,Data Engineering,5,0.0284
Summer 2019,2019-07-01,176,tag,Marketing,5,0.0284
Summer 2019,2019-07-01,176,tag,Recruiting,5,0.0284
Summer 2019,2019-07-01,176,tag,Real Estate,5,0.0284
Summer 2019,2019-07-01,176,tag,Drug discovery,4,0.0227
Summer 2019,2019-07-01,176,tag,Proptech,4,0.0227
Summer 2019,2019-07-01,176,tag,Consumer,4,0.0227
Summer 2019,2019-07-01,176,tag,Payments,4,0.0227
Summer 2019,2019-07-01,176,tag,Construction,4,0.0227
Summer 2019,2019-07-01,176,tag,Collaboration,4,0.0227
Summer 2019,2019-07-01,176,tag,Healthcare,4,0.0227
Summer 2019,2019-07-01,176,tag,Climate,4,0.0227
Summer 2019,2019-07-01,176,tag,Hard Tech,4,0.0227
Summer 2019,2019-07-01,176,tag,Gaming,4,0.0227
Summer 2019,2019-07-01,176,tag,Generative AI,4,0.0227
Summer 2019,2019-07-01,176,tag,Finance,3,0.017
Summer 2019,2019-07-01,176,tag,Enterprise Software,3,0.017
Summer 2019,2019-07-01,176,tag,Biotech,3,0.017
Summer 2019,2019-07-01,176,tag,Genomics,3,0.017
Summer 2019,2019-07-01,176,tag,Grocery,3,0.017
Summer 2019,2019-07-01,176,tag,Latin America,3,0.017
Summer 2019,2019-07-01,176,tag,Media,3,0.017
Summer 2019,2019-07-01,176,tag,Community,3,0.017
Summer 2019,2019-07-01,176,tag,GovTech,3,0.017
Summer 2019,2019-07-01,176,tag,India,3,0.017
Summer 2019,2019-07-01,176,tag,Robotics,3,0.017
Summer 2019,2019-07-01,176,tag,Deep Learning,2,0.0114
Summer 2019,2019-07-01,176,tag,Medical Devices,2,0.0114
Summer 2019,2019-07-01,176,tag,Data Visualization,2,0.0114
Summer 2019,2019-07-01,176,tag,Supply Chain,2,0.0114
Summer 2019,2019-07-01,176,tag,Manufacturing,2,0.0114
Summer 2019,2019-07-01,176,tag,Telehealth,2,0.0114
Summer 2019,2019-07-01,176,tag,Delivery,2,0.0114
Summer 2019,2019-07-01,176,tag,Messaging,2,0.0114
Summer 2019,2019-07-01,176,tag,Insurance,2,0.0114
Summer 2019,2019-07-01,176,tag,Food Tech,2,0.0114
Summer 2019,2019-07-01,176,tag,Productivity,2,0.0114
Summer 2019,2019-07-01,176,tag,CRM,2,0.0114
Summer 2019,2019-07-01,176,tag,Therapeutics,2,0.0114
Summer 2019,2019-07-01,176,tag,Women's Health,2,0.0114
Summer 2019,2019-07-01,176,tag,Fashion,2,0.0114
Summer 2019,2019-07-01,176,tag,HR Tech,2,0.0114
Summer 2019,2019-07-01,176,tag,Talent Acquisition,2,0.0114
Summer 2019,2019-07-01,176,tag,NLP,2,0.0114
Summer 2019,2019-07-01,176,tag,Metaverse,2,0.0114
Summer 2019,2019-07-01,176,tag,Housing,2,0.0114
Summer 2019,2019-07-01,176,tag,Workflow Automation,2,0.0114
Summer 2019,2019-07-01,176,tag,Nanotechnology,2,0.0114
Summer 2019,2019-07-01,176,tag,Fertility Tech,2,0.0114
Summer 2019,2019-07-01,176,tag,Social Network,2,0.0114
Summer 2019,2019-07-01,176,tag,Immigration,2,0.0114
Summer 2019,2019-07-01,176,tag,Retail,2,0.0114
Summer 2019,2019-07-01,176,tag,Restaurant Tech,2,0.0114
Summer 2019,2019-07-01,176,tag,Virtual Reality,2,0.0114
Summer 2019,2019-07-01,176,tag,Entertainment,2,0.0114
Summer 2019,2019-07-01,176,tag,AI Assistant,2,0.0114
Summer 2019,2019-07-01,176,tag,Design Tools,2,0.0114
Summer 2019,2019-07-01,176,tag,Neurotechnology,2,0.0114
Summer 2019,2019-07-01,176,tag,Sustainable Fashion,1,0.0057
Summer 2019,2019-07-01,176,tag,Industrial Workplace Safety,1,0.0057
Summer 2019,2019-07-01,176,tag,Industrial,1,0.0057
Summer 2019,2019-07-01,176,tag,Identity,1,0.0057
Summer 2019,2019-07-01,176,tag,Pediatrics,1,0.0057
Summer 2019,2019-07-01,176,tag,Payroll,1,0.0057
Summer 2019,2019-07-01,176,tag,Cannabis,1,0.0057
Summer 2019,2019-07-01,176,tag,Electric Vehicles,1,0.0057
Summer 2019,2019-07-01,176,tag,Robotic Process Automation,1,0.0057
Summer 2019,2019-07-01,176,tag,AI-Enhanced Learning,1,0.0057
Summer 2019,2019-07-01,176,tag,Mining,1,0.0057
Summer 2019,2019-07-01,176,tag,Commercial Space Launch,1,0.0057
Summer 2019,2019-07-01,176,tag,Space Exploration,1,0.0057
Summer 2019,2019-07-01,176,tag,E-Commerce,1,0.0057
Summer 2019,2019-07-01,176,tag,Legal,1,0.0057
Summer 2019,2019-07-01,176,tag,LegalTech,1,0.0057
Summer 2019,2019-07-01,176,tag,Energy,1,0.0057
Summer 2019,2019-07-01,176,tag,ClimateTech,1,0.0057
Summer 2019,2019-07-01,176,tag,Apparel,1,0.0057
Summer 2019,2019-07-01,176,tag,Food & Beverage,1,0.0057
Summer 2019,2019-07-01,176,tag,Advertising,1,0.0057
Summer 2019,2019-07-01,176,tag,Podcasts,1,0.0057
Summer 2019,2019-07-01,176,tag,Renewable Energy,1,0.0057
Summer 2019,2019-07-01,176,tag,Kubernetes,1,0.0057
Summer 2019,2019-07-01,176,tag,Health & Wellness,1,0.0057
Summer 2019,2019-07-01,176,tag,Human Resources,1,0.0057
Summer 2019,2019-07-01,176,tag,Investing,1,0.0057
Summer 2019,2019-07-01,176,tag,Social Media,1,0.0057
Summer 2019,2019-07-01,176,tag,Drones,1,0.0057
Summer 2019,2019-07-01,176,tag,Aerospace,1,0.0057
Summer 2019,2019-07-01,176,tag,Self-Driving Vehicles,1,0.0057
Summer 2019,2019-07-01,176,tag,Radar,1,0.0057
Summer 2019,2019-07-01,176,tag,DevSecOps,1,0.0057
Summer 2019,2019-07-01,176,tag,"Security Orchestration, Automation and Response (SOAR)",1,0.0057
Summer 2019,2019-07-01,176,tag,Security,1,0.0057
Summer 2019,2019-07-01,176,tag,Retail Tech,1,0.0057
Summer 2019,2019-07-01,176,tag,Remote,1,0.0057
Summer 2019,2019-07-01,176,tag,Mental Health,1,0.0057
Summer 2019,2019-07-01,176,tag,API,1,0.0057
Summer 2019,2019-07-01,176,tag,SMB,1,0.0057
Summer 2019,2019-07-01,176,tag,Big Data,1,0.0057
Summer 2019,2019-07-01,176,tag,Emerging Markets,1,0.0057
Summer 2019,2019-07-01,176,tag,Healthcare IT,1,0.0057
Summer 2019,2019-07-01,176,tag,Personalization,1,0.0057
Summer 2019,2019-07-01,176,tag,Creator Economy,1,0.0057
Summer 2019,2019-07-01,176,tag,Compliance,1,0.0057
Summer 2019,2019-07-01,176,tag,Privacy,1,0.0057
Summer 2019,2019-07-01,176,tag,Regtech,1,0.0057
Summer 2019,2019-07-01,176,tag,AIOps,1,0.0057
Summer 2019,2019-07-01,176,tag,DeFi,1,0.0057
Summer 2019,2019-07-01,176,tag,Social,1,0.0057
Summer 2019,2019-07-01,176,tag,AR,1,0.0057
Summer 2019,2019-07-01,176,tag,Civic Tech,1,0.0057
Summer 2019,2019-07-01,176,tag,Nonprofit,1,0.0057
Summer 2019,2019-07-01,176,tag,AI-powered Drug Discovery,1,0.0057
Summer 2019,2019-07-01,176,tag,Cellular Agriculture,1,0.0057
Summer 2019,2019-07-01,176,tag,Enterprise,1,0.0057
Summer 2019,2019-07-01,176,tag,Advanced Materials,1,0.0057
Summer 2019,2019-07-01,176,tag,Mental Health Tech,1,0.0057
Summer 2019,2019-07-01,176,tag,Consumer Products,1,0.0057
Summer 2019,2019-07-01,176,tag,Remittances,1,0.0057
Summer 2019,2019-07-01,176,tag,Edge Computing Semiconductors,1,0.0057
Summer 2019,2019-07-01,176,tag,Computer Vision,1,0.0057
Summer 2019,2019-07-01,176,tag,Automation,1,0.0057
Summer 2019,2019-07-01,176,tag,Procurement,1,0.0057
Summer 2019,2019-07-01,176,tag,Cloud Computing,1,0.0057
Summer 2019,2019-07-01,176,tag,Medical Robotics,1,0.0057
Summer 2019,2019-07-01,176,tag,Augmented Reality,1,0.0057
Winter 2020,2020-01-01,229,industry,B2B,101,0.441
Winter 2020,2020-01-01,229,industry,Healthcare,36,0.1572
Winter 2020,2020-01-01,229,industry,Fintech,32,0.1397
Winter 2020,2020-01-01,229,industry,Consumer,29,0.1266
Winter 2020,2020-01-01,229,industry,"Engineering, Product and Design",20,0.0873
Winter 2020,2020-01-01,229,industry,Industrials,17,0.0742
Winter 2020,2020-01-01,229,industry,Consumer Health and Wellness,11,0.048
Winter 2020,2020-01-01,229,industry,Infrastructure,10,0.0437
Winter 2020,2020-01-01,229,industry,Retail,10,0.0437
Winter 2020,2020-01-01,229,industry,Productivity,10,0.0437
Winter 2020,2020-01-01,229,industry,Supply Chain and Logistics,9,0.0393
Winter 2020,2020-01-01,229,industry,Real Estate and Construction,9,0.0393
Winter 2020,2020-01-01,229,industry,Credit and Lending,8,0.0349
Winter 2020,2020-01-01,229,industry,Drug Discovery and Delivery,7,0.0306
Winter 2020,2020-01-01,229,industry,Banking and Exchange,7,0.0306
Winter 2020,2020-01-01,229,industry,Payments,7,0.0306
Winter 2020,2020-01-01,229,industry,Housing and Real Estate,6,0.0262
Winter 2020,2020-01-01,229,industry,Analytics,6,0.0262
Winter 2020,2020-01-01,229,industry,Operations,6,0.0262
Winter 2020,2020-01-01,229,industry,Sales,5,0.0218
Winter 2020,2020-01-01,229,industry,Consumer Finance,5,0.0218
Winter 2020,2020-01-01,229,industry,Manufacturing and Robotics,5,0.0218
Winter 2020,2020-01-01,229,industry,Education,5,0.0218
Winter 2020,2020-01-01,229,industry,Diagnostics,5,0.0218
Winter 2020,2020-01-01,229,industry,Therapeutics,4,0.0175
Winter 2020,2020-01-01,229,industry,Home and Personal,4,0.0175
Winter 2020,2020-01-01,229,industry,Food and Beverage,4,0.0175
Winter 2020,2020-01-01,229,industry,Gaming,4,0.0175
Winter 2020,2020-01-01,229,industry,Social,4,0.0175
Winter 2020,2020-01-01,229,industry,Recruiting and Talent,4,0.0175
Winter 2020,2020-01-01,229,industry,Human Resources,3,0.0131
Winter 2020,2020-01-01,229,industry,Security,3,0.0131
Winter 2020,2020-01-01,229,industry,Aviation and Space,3,0.0131
Winter 2020,2020-01-01,229,industry,Finance and Accounting,3,0.0131
Winter 2020,2020-01-01,229,industry,Construction,3,0.0131
Winter 2020,2020-01-01,229,industry,Climate,3,0.0131
Winter 2020,2020-01-01,229,industry,Content,3,0.0131
Winter 2020,2020-01-01,229,industry,Marketing,3,0.0131
Winter 2020,2020-01-01,229,industry,Job and Career Services,2,0.0087
Winter 2020,2020-01-01,229,industry,Insurance,2,0.0087
Winter 2020,2020-01-01,229,industry,Industrial Bio,2,0.0087
Winter 2020,2020-01-01,229,industry,Healthcare IT,2,0.0087
Winter 2020,2020-01-01,229,industry,Transportation Services,2,0.0087
Winter 2020,2020-01-01,229,industry,Healthcare Services,2,0.0087
Winter 2020,2020-01-01,229,industry,Medical Devices,2,0.0087
Winter 2020,2020-01-01,229,industry,Automotive,2,0.0087
Winter 2020,2020-01-01,229,industry,Apparel and Cosmetics,2,0.0087
Winter 2020,2020-01-01,229,industry,Drones,1,0.0044
Winter 2020,2020-01-01,229,industry,Asset Management,1,0.0044
Winter 2020,2020-01-01,229,industry,Energy,1,0.0044
Winter 2020,2020-01-01,229,industry,Office Management,1,0.0044
Winter 2020,2020-01-01,229,industry,Agriculture,1,0.0044
Winter 2020,2020-01-01,229,industry,Consumer Electronics,1,0.0044
Winter 2020,2020-01-01,229,region,Remote,161,0.7031
Winter 2020,2020-01-01,229,region,America / Canada,159,0.6943
