batch,batch_date,total_companies,dimension,value,count,share
Summer 2005,2005-07-01,9,industry,B2B,5,0.5556
Summer 2005,2005-07-01,9,industry,Consumer,3,0.3333
Summer 2005,2005-07-01,9,industry,Social,2,0.2222
Summer 2005,2005-07-01,9,industry,Security,1,0.1111
Summer 2005,2005-07-01,9,industry,Analytics,1,0.1111
Summer 2005,2005-07-01,9,industry,Productivity,1,0.1111
Summer 2005,2005-07-01,9,industry,Infrastructure,1,0.1111
Summer 2005,2005-07-01,9,industry,Content,1,0.1111
Summer 2005,2005-07-01,9,industry,Fintech,1,0.1111
Summer 2005,2005-07-01,9,industry,Consumer Finance,1,0.1111
Summer 2005,2005-07-01,9,region,United States of America,8,0.8889
Summer 2005,2005-07-01,9,region,America / Canada,8,0.8889
Summer 2005,2005-07-01,9,region,United Kingdom,1,0.1111
Summer 2005,2005-07-01,9,region,Europe,1,0.1111
Summer 2005,2005-07-01,9,status,Acquired,6,0.6667
Summer 2005,2005-07-01,9,status,Inactive,3,0.3333
Summer 2005,2005-07-01,9,tag,Calendar,1,0.1111
Summer 2005,2005-07-01,9,tag,Community,1,0.1111
Summer 2005,2005-07-01,9,tag,Social Media,1,0.1111
Summer 2005,2005-07-01,9,tag,Social,1,0.1111
Summer 2005,2005-07-01,9,tag,Social Network,1,0.1111
Winter 2006,2006-01-01,7,industry,B2B,4,0.5714
Winter 2006,2006-01-01,7,industry,Consumer,3,0.4286
Winter 2006,2006-01-01,7,industry,Marketing,2,0.2857
Winter 2006,2006-01-01,7,industry,Infrastructure,1,0.1429
Winter 2006,2006-01-01,7,industry,Social,1,0.1429
Winter 2006,2006-01-01,7,industry,Finance and Accounting,1,0.1429
Winter 2006,2006-01-01,7,industry,Home and Personal,1,0.1429
Winter 2006,2006-01-01,7,industry,Content,1,0.1429
Winter 2006,2006-01-01,7,region,United States of America,6,0.8571
Winter 2006,2006-01-01,7,region,America / Canada,6,0.8571
Winter 2006,2006-01-01,7,region,Unspecified,1,0.1429
Winter 2006,2006-01-01,7,status,Acquired,4,0.5714
Winter 2006,2006-01-01,7,status,Inactive,3,0.4286
Winter 2006,2006-01-01,7,tag,Media,1,0.1429
Winter 2006,2006-01-01,7,tag,SaaS,1,0.1429
Winter 2006,2006-01-01,7,tag,Productivity,1,0.1429
Summer 2006,2006-07-01,11,industry,Consumer,9,0.8182
Summer 2006,2006-07-01,11,industry,Social,3,0.2727
Summer 2006,2006-07-01,11,industry,Content,2,0.1818
Summer 2006,2006-07-01,11,industry,Gaming,2,0.1818
Summer 2006,2006-07-01,11,industry,B2B,2,0.1818
Summer 2006,2006-07-01,11,industry,Productivity,2,0.1818
Summer 2006,2006-07-01,11,industry,Apparel and Cosmetics,1,0.0909
Summer 2006,2006-07-01,11,industry,Home and Personal,1,0.0909
Summer 2006,2006-07-01,11,region,United States of America,10,0.9091
Summer 2006,2006-07-01,11,region,America / Canada,10,0.9091
Summer 2006,2006-07-01,11,region,Remote,1,0.0909
Summer 2006,2006-07-01,11,region,Partly Remote,1,0.0909
Summer 2006,2006-07-01,11,region,Unspecified,1,0.0909
Summer 2006,2006-07-01,11,status,Inactive,8,0.7273
Summer 2006,2006-07-01,11,status,Acquired,2,0.1818
Summer 2006,2006-07-01,11,status,Active,1,0.0909
Summer 2006,2006-07-01,11,tag,Collaboration,1,0.0909
Summer 2006,2006-07-01,11,tag,Social Network,1,0.0909
Summer 2006,2006-07-01,11,tag,Music,1,0.0909
Summer 2006,2006-07-01,11,tag,Gaming,1,0.0909
Summer 2006,2006-07-01,11,tag,Social,1,0.0909
Summer 2006,2006-07-01,11,tag,Market Research,1,0.0909
Summer 2006,2006-07-01,11,tag,AI-Enhanced Learning,1,0.0909
Summer 2006,2006-07-01,11,tag,Remote Work,1,0.0909
Summer 2006,2006-07-01,11,tag,Edtech,1,0.0909
Summer 2006,2006-07-01,11,tag,Marketplace,1,0.0909
Summer 2006,2006-07-01,11,tag,E-Commerce,1,0.0909
Winter 2007,2007-01-01,13,industry,Consumer,7,0.5385
Winter 2007,2007-01-01,13,industry,Social,4,0.3077
Winter 2007,2007-01-01,13,industry,B2B,3,0.2308
Winter 2007,2007-01-01,13,industry,Industrials,2,0.1538
Winter 2007,2007-01-01,13,industry,Manufacturing and Robotics,2,0.1538
Winter 2007,2007-01-01,13,industry,Content,2,0.1538
Winter 2007,2007-01-01,13,industry,Home and Personal,1,0.0769
Winter 2007,2007-01-01,13,industry,Fintech,1,0.0769
Winter 2007,2007-01-01,13,industry,Consumer Finance,1,0.0769
Winter 2007,2007-01-01,13,industry,Infrastructure,1,0.0769
Winter 2007,2007-01-01,13,industry,Marketing,1,0.0769
Winter 2007,2007-01-01,13,industry,Productivity,1,0.0769
Winter 2007,2007-01-01,13,region,United States of America,12,0.9231
Winter 2007,2007-01-01,13,region,America / Canada,12,0.9231
Winter 2007,2007-01-01,13,region,Remote,2,0.1538
Winter 2007,2007-01-01,13,region,Partly Remote,2,0.1538
Winter 2007,2007-01-01,13,region,Unspecified,1,0.0769
Winter 2007,2007-01-01,13,status,Acquired,6,0.4615
Winter 2007,2007-01-01,13,status,Inactive,5,0.3846
Winter 2007,2007-01-01,13,status,Active,2,0.1538
Winter 2007,2007-01-01,13,tag,Community,2,0.1538
Winter 2007,2007-01-01,13,tag,Messaging,2,0.1538
Winter 2007,2007-01-01,13,tag,Fintech,1,0.0769
Winter 2007,2007-01-01,13,tag,Electronics,1,0.0769
Winter 2007,2007-01-01,13,tag,Gaming,1,0.0769
Winter 2007,2007-01-01,13,tag,Social Media,1,0.0769
Winter 2007,2007-01-01,13,tag,Video,1,0.0769
Winter 2007,2007-01-01,13,tag,Social Network,1,0.0769
Winter 2007,2007-01-01,13,tag,Documents,1,0.0769
Winter 2007,2007-01-01,13,tag,SaaS,1,0.0769
Winter 2007,2007-01-01,13,tag,B2B,1,0.0769
Winter 2007,2007-01-01,13,tag,Productivity,1,0.0769
Summer 2007,2007-07-01,19,industry,Consumer,12,0.6316
Summer 2007,2007-07-01,19,industry,B2B,7,0.3684
Summer 2007,2007-07-01,19,industry,Content,4,0.2105
Summer 2007,2007-07-01,19,industry,"Engineering, Product and Design",4,0.2105
Summer 2007,2007-07-01,19,industry,Social,4,0.2105
Summer 2007,2007-07-01,19,industry,Home and Personal,2,0.1053
Summer 2007,2007-07-01,19,industry,Productivity,2,0.1053
Summer 2007,2007-07-01,19,industry,Gaming,1,0.0526
Summer 2007,2007-07-01,19,industry,Marketing,1,0.0526
Summer 2007,2007-07-01,19,industry,"Travel, Leisure and Tourism",1,0.0526
Summer 2007,2007-07-01,19,region,United States of America,15,0.7895
Summer 2007,2007-07-01,19,region,America / Canada,15,0.7895
Summer 2007,2007-07-01,19,region,Unspecified,3,0.1579
Summer 2007,2007-07-01,19,region,United Kingdom,2,0.1053
Summer 2007,2007-07-01,19,region,Europe,2,0.1053
Summer 2007,2007-07-01,19,status,Inactive,11,0.5789
Summer 2007,2007-07-01,19,status,Acquired,6,0.3158
Summer 2007,2007-07-01,19,status,Active,1,0.0526
Summer 2007,2007-07-01,19,status,Public,1,0.0526
Summer 2007,2007-07-01,19,tag,Marketing,1,0.0526
Summer 2007,2007-07-01,19,tag,Community,1,0.0526
Summer 2007,2007-07-01,19,tag,Music,1,0.0526
Summer 2007,2007-07-01,19,tag,Investing,1,0.0526
Summer 2007,2007-07-01,19,tag,Stocks,1,0.0526
Summer 2007,2007-07-01,19,tag,Media,1,0.0526
Winter 2008,2008-01-01,21,industry,B2B,12,0.5714
Winter 2008,2008-01-01,21,industry,Consumer,8,0.381
Winter 2008,2008-01-01,21,industry,Gaming,4,0.1905
Winter 2008,2008-01-01,21,industry,"Engineering, Product and Design",3,0.1429
Winter 2008,2008-01-01,21,industry,Infrastructure,3,0.1429
Winter 2008,2008-01-01,21,industry,Productivity,3,0.1429
Winter 2008,2008-01-01,21,industry,Social,2,0.0952
Winter 2008,2008-01-01,21,industry,Recruiting and Talent,2,0.0952
Winter 2008,2008-01-01,21,industry,Content,2,0.0952
Winter 2008,2008-01-01,21,industry,Marketing,1,0.0476
Winter 2008,2008-01-01,21,industry,Fintech,1,0.0476
Winter 2008,2008-01-01,21,industry,Payments,1,0.0476
Winter 2008,2008-01-01,21,region,America / Canada,17,0.8095
Winter 2008,2008-01-01,21,region,United States of America,16,0.7619
Winter 2008,2008-01-01,21,region,Remote,4,0.1905
Winter 2008,2008-01-01,21,region,Unspecified,4,0.1905
Winter 2008,2008-01-01,21,region,Fully Remote,2,0.0952
Winter 2008,2008-01-01,21,region,Partly Remote,2,0.0952
Winter 2008,2008-01-01,21,region,Canada,1,0.0476
Winter 2008,2008-01-01,21,region,United Kingdom,1,0.0476
Winter 2008,2008-01-01,21,region,Europe,1,0.0476
Winter 2008,2008-01-01,21,status,Inactive,14,0.6667
Winter 2008,2008-01-01,21,status,Acquired,5,0.2381
Winter 2008,2008-01-01,21,status,Active,2,0.0952
Winter 2008,2008-01-01,21,tag,Gaming,2,0.0952
Winter 2008,2008-01-01,21,tag,Social,2,0.0952
Winter 2008,2008-01-01,21,tag,Music,1,0.0476
Winter 2008,2008-01-01,21,tag,DevOps,1,0.0476
Winter 2008,2008-01-01,21,tag,Video,1,0.0476
Winter 2008,2008-01-01,21,tag,Media,1,0.0476
Winter 2008,2008-01-01,21,tag,Developer Tools,1,0.0476
Winter 2008,2008-01-01,21,tag,SaaS,1,0.0476
Winter 2008,2008-01-01,21,tag,Payments,1,0.0476
Summer 2008,2008-07-01,22,industry,Consumer,14,0.6364
Summer 2008,2008-07-01,22,industry,B2B,8,0.3636
Summer 2008,2008-07-01,22,industry,Content,5,0.2273
Summer 2008,2008-07-01,22,industry,Home and Personal,3,0.1364
Summer 2008,2008-07-01,22,industry,Social,3,0.1364
Summer 2008,2008-07-01,22,industry,Marketing,2,0.0909
Summer 2008,2008-07-01,22,industry,Gaming,2,0.0909
Summer 2008,2008-07-01,22,industry,Infrastructure,1,0.0455
Summer 2008,2008-07-01,22,industry,"Engineering, Product and Design",1,0.0455
Summer 2008,2008-07-01,22,industry,Retail,1,0.0455
Summer 2008,2008-07-01,22,industry,Recruiting and Talent,1,0.0455
Summer 2008,2008-07-01,22,industry,Analytics,1,0.0455
Summer 2008,2008-07-01,22,industry,Productivity,1,0.0455
Summer 2008,2008-07-01,22,industry,"Travel, Leisure and Tourism",1,0.0455
Summer 2008,2008-07-01,22,region,United States of America,16,0.7273
Summer 2008,2008-07-01,22,region,America / Canada,16,0.7273
Summer 2008,2008-07-01,22,region,Unspecified,5,0.2273
Summer 2008,2008-07-01,22,region,Remote,2,0.0909
Summer 2008,2008-07-01,22,region,Fully Remote,2,0.0909
Summer 2008,2008-07-01,22,region,Denmark,1,0.0455
Summer 2008,2008-07-01,22,region,Europe,1,0.0455
Summer 2008,2008-07-01,22,status,Inactive,17,0.7727
Summer 2008,2008-07-01,22,status,Acquired,4,0.1818
Summer 2008,2008-07-01,22,status,Active,1,0.0455
Summer 2008,2008-07-01,22,tag,SaaS,2,0.0909
Summer 2008,2008-07-01,22,tag,Social,2,0.0909
Summer 2008,2008-07-01,22,tag,Data Engineering,1,0.0455
Summer 2008,2008-07-01,22,tag,Proptech,1,0.0455
Summer 2008,2008-07-01,22,tag,Climate,1,0.0455
Summer 2008,2008-07-01,22,tag,Artificial Intelligence,1,0.0455
Summer 2008,2008-07-01,22,tag,ML,1,0.0455
Summer 2008,2008-07-01,22,tag,Marketplace,1,0.0455
Summer 2008,2008-07-01,22,tag,E-Commerce,1,0.0455
Summer 2008,2008-07-01,22,tag,Music,1,0.0455
Summer 2008,2008-07-01,22,tag,Email,1,0.0455
Summer 2008,2008-07-01,22,tag,Media,1,0.0455
Winter 2009,2009-01-01,16,industry,Consumer,9,0.5625
Winter 2009,2009-01-01,16,industry,B2B,5,0.3125
Winter 2009,2009-01-01,16,industry,Social,4,0.25
Winter 2009,2009-01-01,16,industry,Gaming,2,0.125
Winter 2009,2009-01-01,16,industry,Marketing,2,0.125
Winter 2009,2009-01-01,16,industry,Productivity,2,0.125
Winter 2009,2009-01-01,16,industry,Real Estate and Construction,2,0.125
Winter 2009,2009-01-01,16,industry,Housing and Real Estate,2,0.125
Winter 2009,2009-01-01,16,industry,"Travel, Leisure and Tourism",1,0.0625
Winter 2009,2009-01-01,16,industry,Infrastructure,1,0.0625
Winter 2009,2009-01-01,16,industry,Content,1,0.0625
Winter 2009,2009-01-01,16,industry,Food and Beverage,1,0.0625
Winter 2009,2009-01-01,16,region,United States of America,14,0.875
Winter 2009,2009-01-01,16,region,America / Canada,14,0.875
Winter 2009,2009-01-01,16,region,Unspecified,2,0.125
Winter 2009,2009-01-01,16,region,Remote,1,0.0625
Winter 2009,2009-01-01,16,region,Fully Remote,1,0.0625
Winter 2009,2009-01-01,16,status,Inactive,9,0.5625
Winter 2009,2009-01-01,16,status,Acquired,5,0.3125
Winter 2009,2009-01-01,16,status,Public,1,0.0625
Winter 2009,2009-01-01,16,status,Active,1,0.0625
Winter 2009,2009-01-01,16,tag,Marketplace,1,0.0625
Winter 2009,2009-01-01,16,tag,Travel,1,0.0625
Winter 2009,2009-01-01,16,tag,Music,1,0.0625
Winter 2009,2009-01-01,16,tag,Advertising,1,0.0625
Winter 2009,2009-01-01,16,tag,Email,1,0.0625
Winter 2009,2009-01-01,16,tag,Productivity,1,0.0625
Winter 2009,2009-01-01,16,tag,Airlines,1,0.0625
Winter 2009,2009-01-01,16,tag,Sustainability,1,0.0625
Summer 2009,2009-07-01,26,industry,Consumer,12,0.4615
Summer 2009,2009-07-01,26,industry,B2B,9,0.3462
Summer 2009,2009-07-01,26,industry,Social,3,0.1154
Summer 2009,2009-07-01,26,industry,Marketing,2,0.0769
Summer 2009,2009-07-01,26,industry,Home and Personal,2,0.0769
Summer 2009,2009-07-01,26,industry,Content,2,0.0769
Summer 2009,2009-07-01,26,industry,Retail,2,0.0769
Summer 2009,2009-07-01,26,industry,Consumer Electronics,2,0.0769
Summer 2009,2009-07-01,26,industry,"Engineering, Product and Design",2,0.0769
Summer 2009,2009-07-01,26,industry,Real Estate and Construction,2,0.0769
Summer 2009,2009-07-01,26,industry,Fintech,2,0.0769
Summer 2009,2009-07-01,26,industry,Transportation Services,1,0.0385
Summer 2009,2009-07-01,26,industry,"Travel, Leisure and Tourism",1,0.0385
Summer 2009,2009-07-01,26,industry,Job and Career Services,1,0.0385
Summer 2009,2009-07-01,26,industry,Education,1,0.0385
Summer 2009,2009-07-01,26,industry,Analytics,1,0.0385
Summer 2009,2009-07-01,26,industry,Housing and Real Estate,1,0.0385
Summer 2009,2009-07-01,26,industry,Infrastructure,1,0.0385
Summer 2009,2009-07-01,26,industry,Human Resources,1,0.0385
Summer 2009,2009-07-01,26,industry,Payments,1,0.0385
Summer 2009,2009-07-01,26,region,United States of America,23,0.8846
Summer 2009,2009-07-01,26,region,America / Canada,23,0.8846
Summer 2009,2009-07-01,26,region,Remote,4,0.1538
Summer 2009,2009-07-01,26,region,Unspecified,2,0.0769
Summer 2009,2009-07-01,26,region,Fully Remote,2,0.0769
Summer 2009,2009-07-01,26,region,Partly Remote,2,0.0769
Summer 2009,2009-07-01,26,status,Inactive,12,0.4615
Summer 2009,2009-07-01,26,status,Acquired,7,0.2692
Summer 2009,2009-07-01,26,status,Active,7,0.2692
Summer 2009,2009-07-01,26,tag,Marketplace,4,0.1538
Summer 2009,2009-07-01,26,tag,Recommendation System,2,0.0769
Summer 2009,2009-07-01,26,tag,Fintech,2,0.0769
Summer 2009,2009-07-01,26,tag,Automotive,1,0.0385
Summer 2009,2009-07-01,26,tag,Artificial Intelligence,1,0.0385
Summer 2009,2009-07-01,26,tag,Machine Learning,1,0.0385
Summer 2009,2009-07-01,26,tag,Social,1,0.0385
Summer 2009,2009-07-01,26,tag,Video,1,0.0385
Summer 2009,2009-07-01,26,tag,Education,1,0.0385
Summer 2009,2009-07-01,26,tag,Crypto / Web3,1,0.0385
Summer 2009,2009-07-01,26,tag,Hardware,1,0.0385
Summer 2009,2009-07-01,26,tag,IoT,1,0.0385
Summer 2009,2009-07-01,26,tag,B2B,1,0.0385
Summer 2009,2009-07-01,26,tag,Analytics,1,0.0385
Summer 2009,2009-07-01,26,tag,Data Visualization,1,0.0385
Summer 2009,2009-07-01,26,tag,Cloud Computing,1,0.0385
Summer 2009,2009-07-01,26,tag,Databases,1,0.0385
Summer 2009,2009-07-01,26,tag,Developer Tools,1,0.0385
Summer 2009,2009-07-01,26,tag,Sales,1,0.0385
Summer 2009,2009-07-01,26,tag,Customer Service,1,0.0385
Summer 2009,2009-07-01,26,tag,Chat,1,0.0385
Summer 2009,2009-07-01,26,tag,Real Estate,1,0.0385
Summer 2009,2009-07-01,26,tag,Open Source,1,0.0385
Summer 2009,2009-07-01,26,tag,Banking as a Service,1,0.0385
Summer 2009,2009-07-01,26,tag,SaaS,1,0.0385
Winter 2010,2010-01-01,27,industry,B2B,17,0.6296
Winter 2010,2010-01-01,27,industry,Consumer,9,0.3333
Winter 2010,2010-01-01,27,industry,"Engineering, Product and Design",6,0.2222
Winter 2010,2010-01-01,27,industry,Retail,4,0.1481
Winter 2010,2010-01-01,27,industry,Marketing,3,0.1111
Winter 2010,2010-01-01,27,industry,Content,3,0.1111
Winter 2010,2010-01-01,27,industry,Home and Personal,2,0.0741
Winter 2010,2010-01-01,27,industry,Gaming,2,0.0741
Winter 2010,2010-01-01,27,industry,Social,1,0.037
Winter 2010,2010-01-01,27,industry,Analytics,1,0.037
Winter 2010,2010-01-01,27,industry,Sales,1,0.037
Winter 2010,2010-01-01,27,industry,Operations,1,0.037
Winter 2010,2010-01-01,27,industry,Real Estate and Construction,1,0.037
Winter 2010,2010-01-01,27,industry,Housing and Real Estate,1,0.037
Winter 2010,2010-01-01,27,industry,Infrastructure,1,0.037
Winter 2010,2010-01-01,27,region,United States of America,24,0.8889
Winter 2010,2010-01-01,27,region,America / Canada,24,0.8889
Winter 2010,2010-01-01,27,region,Remote,2,0.0741
Winter 2010,2010-01-01,27,region,Partly Remote,2,0.0741
Winter 2010,2010-01-01,27,region,Unspecified,2,0.0741
Winter 2010,2010-01-01,27,region,Ireland,1,0.037
Winter 2010,2010-01-01,27,region,Europe,1,0.037
Winter 2010,2010-01-01,27,status,Acquired,14,0.5185
Winter 2010,2010-01-01,27,status,Inactive,12,0.4444
Winter 2010,2010-01-01,27,status,Active,1,0.037
Winter 2010,2010-01-01,27,tag,Marketing,3,0.1111
Winter 2010,2010-01-01,27,tag,Video,3,0.1111
Winter 2010,2010-01-01,27,tag,Media,2,0.0741
Winter 2010,2010-01-01,27,tag,Marketplace,1,0.037
Winter 2010,2010-01-01,27,tag,Design,1,0.037
Winter 2010,2010-01-01,27,tag,Documents,1,0.037
Winter 2010,2010-01-01,27,tag,SaaS,1,0.037
Winter 2010,2010-01-01,27,tag,Real Estate,1,0.037
Winter 2010,2010-01-01,27,tag,Data Visualization,1,0.037
Winter 2010,2010-01-01,27,tag,SMB,1,0.037
Winter 2010,2010-01-01,27,tag,API,1,0.037
Summer 2010,2010-07-01,36,industry,Consumer,16,0.4444
Summer 2010,2010-07-01,36,industry,B2B,16,0.4444
Summer 2010,2010-07-01,36,industry,Social,6,0.1667
Summer 2010,2010-07-01,36,industry,Productivity,5,0.1389
Summer 2010,2010-07-01,36,industry,Home and Personal,4,0.1111
Summer 2010,2010-07-01,36,industry,Marketing,3,0.0833
Summer 2010,2010-07-01,36,industry,"Engineering, Product and Design",3,0.0833
Summer 2010,2010-07-01,36,industry,Gaming,3,0.0833
Summer 2010,2010-07-01,36,industry,Infrastructure,2,0.0556
Summer 2010,2010-07-01,36,industry,Fintech,2,0.0556
Summer 2010,2010-07-01,36,industry,Consumer Finance,2,0.0556
Summer 2010,2010-07-01,36,industry,Analytics,1,0.0278
Summer 2010,2010-07-01,36,industry,"Travel, Leisure and Tourism",1,0.0278
Summer 2010,2010-07-01,36,industry,Finance and Accounting,1,0.0278
Summer 2010,2010-07-01,36,industry,Consumer Electronics,1,0.0278
Summer 2010,2010-07-01,36,industry,Real Estate and Construction,1,0.0278
Summer 2010,2010-07-01,36,industry,Housing and Real Estate,1,0.0278
Summer 2010,2010-07-01,36,industry,Retail,1,0.0278
Summer 2010,2010-07-01,36,industry,Education,1,0.0278
Summer 2010,2010-07-01,36,industry,Content,1,0.0278
Summer 2010,2010-07-01,36,region,United States of America,34,0.9444
Summer 2010,2010-07-01,36,region,America / Canada,34,0.9444
Summer 2010,2010-07-01,36,region,Remote,6,0.1667
Summer 2010,2010-07-01,36,region,Fully Remote,3,0.0833
Summer 2010,2010-07-01,36,region,Partly Remote,3,0.0833
Summer 2010,2010-07-01,36,region,Unspecified,1,0.0278
Summer 2010,2010-07-01,36,region,United Kingdom,1,0.0278
Summer 2010,2010-07-01,36,region,Europe,1,0.0278
Summer 2010,2010-07-01,36,status,Acquired,16,0.4444
Summer 2010,2010-07-01,36,status,Inactive,12,0.3333
Summer 2010,2010-07-01,36,status,Active,6,0.1667
Summer 2010,2010-07-01,36,status,Public,2,0.0556
Summer 2010,2010-07-01,36,tag,Analytics,4,0.1111
Summer 2010,2010-07-01,36,tag,Marketplace,3,0.0833
Summer 2010,2010-07-01,36,tag,Productivity,3,0.0833
Summer 2010,2010-07-01,36,tag,Community,2,0.0556
Summer 2010,2010-07-01,36,tag,DevOps,2,0.0556
Summer 2010,2010-07-01,36,tag,Fintech,2,0.0556
Summer 2010,2010-07-01,36,tag,Social,2,0.0556
Summer 2010,2010-07-01,36,tag,Email,2,0.0556
Summer 2010,2010-07-01,36,tag,Advertising,1,0.0278
Summer 2010,2010-07-01,36,tag,Collaboration,1,0.0278
Summer 2010,2010-07-01,36,tag,Security,1,0.0278
Summer 2010,2010-07-01,36,tag,Enterprise,1,0.0278
Summer 2010,2010-07-01,36,tag,E-commerce,1,0.0278
Summer 2010,2010-07-01,36,tag,Food & Beverage,1,0.0278
Summer 2010,2010-07-01,36,tag,Design Tools,1,0.0278
Summer 2010,2010-07-01,36,tag,Design,1,0.0278
Summer 2010,2010-07-01,36,tag,Marketing,1,0.0278
Summer 2010,2010-07-01,36,tag,SEO,1,0.0278
Summer 2010,2010-07-01,36,tag,Open Source,1,0.0278
Summer 2010,2010-07-01,36,tag,Enterprise Software,1,0.0278
Summer 2010,2010-07-01,36,tag,Social Network,1,0.0278
Summer 2010,2010-07-01,36,tag,Computer Vision,1,0.0278
Summer 2010,2010-07-01,36,tag,Health & Wellness,1,0.0278
Summer 2010,2010-07-01,36,tag,Travel,1,0.0278
Summer 2010,2010-07-01,36,tag,FinOps,1,0.0278
Summer 2010,2010-07-01,36,tag,Gaming,1,0.0278
Summer 2010,2010-07-01,36,tag,Messaging,1,0.0278
Summer 2010,2010-07-01,36,tag,Real Estate,1,0.0278
Summer 2010,2010-07-01,36,tag,Monitoring,1,0.0278
Summer 2010,2010-07-01,36,tag,Food Service Robots & Machines,1,0.0278
Summer 2010,2010-07-01,36,tag,Restaurant Tech,1,0.0278
Summer 2010,2010-07-01,36,tag,Education,1,0.0278
Summer 2010,2010-07-01,36,tag,Recruiting,1,0.0278
Summer 2010,2010-07-01,36,tag,AI-powered Drug Discovery,1,0.0278
Summer 2010,2010-07-01,36,tag,Media,1,0.0278
Summer 2010,2010-07-01,36,tag,Note-taking,1,0.0278
Winter 2011,2011-01-01,45,industry,B2B,23,0.5111
Winter 2011,2011-01-01,45,industry,Consumer,14,0.3111
Winter 2011,2011-01-01,45,industry,Productivity,5,0.1111
Winter 2011,2011-01-01,45,industry,Retail,5,0.1111
Winter 2011,2011-01-01,45,industry,Home and Personal,4,0.0889
Winter 2011,2011-01-01,45,industry,Infrastructure,3,0.0667
Winter 2011,2011-01-01,45,industry,Fintech,3,0.0667
Winter 2011,2011-01-01,45,industry,Marketing,3,0.0667
Winter 2011,2011-01-01,45,industry,"Engineering, Product and Design",3,0.0667
Winter 2011,2011-01-01,45,industry,Social,2,0.0444
Winter 2011,2011-01-01,45,industry,Healthcare,2,0.0444
Winter 2011,2011-01-01,45,industry,Healthcare IT,2,0.0444
Winter 2011,2011-01-01,45,industry,Apparel and Cosmetics,2,0.0444
Winter 2011,2011-01-01,45,industry,Gaming,2,0.0444
Winter 2011,2011-01-01,45,industry,Education,2,0.0444
Winter 2011,2011-01-01,45,industry,Office Management,2,0.0444
Winter 2011,2011-01-01,45,industry,Consumer Finance,1,0.0222
Winter 2011,2011-01-01,45,industry,Sales,1,0.0222
Winter 2011,2011-01-01,45,industry,Analytics,1,0.0222
Winter 2011,2011-01-01,45,industry,Content,1,0.0222
Winter 2011,2011-01-01,45,industry,Job and Career Services,1,0.0222
Winter 2011,2011-01-01,45,industry,Food and Beverage,1,0.0222
Winter 2011,2011-01-01,45,industry,Consumer Electronics,1,0.0222
Winter 2011,2011-01-01,45,industry,Payments,1,0.0222
Winter 2011,2011-01-01,45,industry,Asset Management,1,0.0222
Winter 2011,2011-01-01,45,industry,Real Estate and Construction,1,0.0222
Winter 2011,2011-01-01,45,industry,Housing and Real Estate,1,0.0222
Winter 2011,2011-01-01,45,region,America / Canada,43,0.9556
Winter 2011,2011-01-01,45,region,United States of America,42,0.9333
Winter 2011,2011-01-01,45,region,Remote,11,0.2444
Winter 2011,2011-01-01,45,region,Fully Remote,6,0.1333
Winter 2011,2011-01-01,45,region,Partly Remote,5,0.1111
Winter 2011,2011-01-01,45,region,Europe,2,0.0444
Winter 2011,2011-01-01,45,region,Canada,2,0.0444
Winter 2011,2011-01-01,45,region,United Kingdom,1,0.0222
Winter 2011,2011-01-01,45,region,Sweden,1,0.0222
Winter 2011,2011-01-01,45,status,Inactive,17,0.3778
Winter 2011,2011-01-01,45,status,Acquired,16,0.3556
Winter 2011,2011-01-01,45,status,Active,12,0.2667
Winter 2011,2011-01-01,45,tag,Marketplace,8,0.1778
Winter 2011,2011-01-01,45,tag,SaaS,7,0.1556
Winter 2011,2011-01-01,45,tag,E-Commerce,4,0.0889
Winter 2011,2011-01-01,45,tag,Payments,3,0.0667
Winter 2011,2011-01-01,45,tag,Messaging,3,0.0667
Winter 2011,2011-01-01,45,tag,API,3,0.0667
Winter 2011,2011-01-01,45,tag,Education,2,0.0444
Winter 2011,2011-01-01,45,tag,Retail,2,0.0444
Winter 2011,2011-01-01,45,tag,Analytics,2,0.0444
Winter 2011,2011-01-01,45,tag,Fintech,2,0.0444
Winter 2011,2011-01-01,45,tag,Gaming,2,0.0444
Winter 2011,2011-01-01,45,tag,Productivity,2,0.0444
Winter 2011,2011-01-01,45,tag,Cloud Computing,1,0.0222
Winter 2011,2011-01-01,45,tag,Recruiting,1,0.0222
Winter 2011,2011-01-01,45,tag,B2B,1,0.0222
Winter 2011,2011-01-01,45,tag,Community,1,0.0222
Winter 2011,2011-01-01,45,tag,Retail Tech,1,0.0222
Winter 2011,2011-01-01,45,tag,Healthcare,1,0.0222
Winter 2011,2011-01-01,45,tag,Telemedicine,1,0.0222
Winter 2011,2011-01-01,45,tag,Advertising,1,0.0222
Winter 2011,2011-01-01,45,tag,Music,1,0.0222
Winter 2011,2011-01-01,45,tag,Health Tech,1,0.0222
Winter 2011,2011-01-01,45,tag,Fitness,1,0.0222
Winter 2011,2011-01-01,45,tag,Enterprise Software,1,0.0222
Winter 2011,2011-01-01,45,tag,Entertainment,1,0.0222
Winter 2011,2011-01-01,45,tag,Fashion,1,0.0222
Winter 2011,2011-01-01,45,tag,Data Science,1,0.0222
Winter 2011,2011-01-01,45,tag,Data Engineering,1,0.0222
Winter 2011,2011-01-01,45,tag,Email,1,0.0222
Winter 2011,2011-01-01,45,tag,Cashierless Checkout,1,0.0222
Winter 2011,2011-01-01,45,tag,Collaboration,1,0.0222
Winter 2011,2011-01-01,45,tag,SMB,1,0.0222
